date,maxtempC,mintempC,avgtempC,sunHour,humidity,pressure
2022-07-03,23,11,17,11.0,62,1021
2022-07-04,21,13,18,15.0,54,1022
2022-07-05,22,13,18,14.0,51,1025
2022-07-06,24,13,20,7.0,59,1026
2022-07-07,24,15,20,15.0,51,1028
2022-07-08,28,14,21,17.0,53,1031
2022-07-09,27,16,21,17.0,50,1030
2022-07-10,29,14,22,17.0,49,1027
2022-07-11,32,17,24,17.0,42,1023
2022-07-12,31,19,25,16.0,34,1021
2022-07-13,27,19,23,13.0,43,1022
2022-07-14,25,17,21,16.0,45,1022
2022-07-15,26,15,21,16.0,45,1023
2022-07-16,28,15,21,16.0,46,1025
2022-07-17,32,16,24,16.0,33,1025
2022-07-18,37,20,29,16.0,19,1017
2022-07-19,40,24,31,16.0,22,1011
2022-07-20,29,19,24,9.0,46,1013
2022-07-21,24,18,21,2.0,60,1021
2022-07-22,21,16,19,7.0,67,1020
2022-07-23,26,16,21,15.0,57,1018
2022-07-24,28,18,22,14.0,52,1013
2022-07-25,24,17,20,2.0,60,1010
2022-07-26,21,15,18,6.0,55,1019
2022-07-27,22,15,19,10.0,49,1019
2022-07-28,21,17,19,15.0,56,1017
2022-07-29,26,14,20,15.0,53,1018
2022-07-30,26,17,22,7.0,52,1018
2022-07-31,23,19,20,4.0,75,1018
2022-08-01,27,18,22,9.0,53,1018
2022-08-02,27,20,23,4.0,63,1014
2022-08-03,29,19,24,13.0,57,1013
2022-08-04,25,17,21,13.0,45,1015
2022-08-05,24,14,19,15.0,39,1023
2022-08-06,26,13,19,14.0,37,1026
2022-08-07,27,15,21,15.0,42,1025
2022-08-08,28,15,22,15.0,43,1025
2022-08-09,28,16,22,15.0,49,1027
2022-08-10,29,16,23,15.0,51,1025
2022-08-11,32,17,24,15.0,42,1020
2022-08-12,33,19,25,15.0,37,1018
2022-08-13,34,19,26,15.0,36,1014
2022-08-14,33,20,27,15.0,34,1007
2022-08-15,30,21,24,13.0,46,1001
2022-08-16,23,19,21,4.0,60,1005
2022-08-17,22,17,19,1.0,69,1014
2022-08-18,26,16,21,11.0,60,1015
2022-08-19,24,18,21,12.0,57,1014
2022-08-20,23,14,19,15.0,55,1017
2022-08-21,24,16,19,14.0,59,1015
2022-08-22,24,15,19,11.0,68,1013
2022-08-23,24,17,21,8.0,79,1014
2022-08-24,27,19,23,13.0,62,1016
2022-08-25,20,17,19,1.0,83,1017
2022-08-26,24,16,20,13.0,55,1018
2022-08-27,23,16,20,7.0,62,1018
2022-08-28,23,14,18,12.0,62,1020
2022-08-29,22,15,18,12.0,55,1021
2022-08-30,23,14,18,10.0,54,1021
2022-08-31,24,15,19,12.0,64,1022
2022-09-01,23,16,19,6.0,59,1019
2022-09-02,23,17,20,8.0,66,1010
2022-09-03,23,16,19,12.0,66,1008
2022-09-04,24,16,20,9.0,60,1013
2022-09-05,23,18,20,6.0,61,1015
2022-09-06,22,16,18,8.0,74,1012
2022-09-07,21,16,18,4.0,77,1010
2022-09-08,19,15,17,11.0,80,1006
2022-09-09,19,15,16,3.0,83,1005
2022-09-10,21,14,17,10.0,75,1014
2022-09-11,22,14,18,7.0,68,1016
2022-09-12,25,15,20,11.0,61,1011
2022-09-13,20,16,18,4.0,75,1009
2022-09-14,23,16,18,9.0,71,1008
2022-09-15,20,13,16,7.0,63,1011
2022-09-16,16,11,14,10.0,51,1017
2022-09-17,17,8,13,12.0,49,1022
2022-09-18,16,9,13,5.0,57,1020
2022-09-19,17,10,14,12.0,53,1025
2022-09-20,19,11,15,7.0,57,1026
2022-09-21,21,13,17,11.0,60,1025
2022-09-22,20,12,16,12.0,60,1022
2022-09-23,20,14,16,6.0,53,1016
2022-09-24,16,12,13,3.0,79,1015
2022-09-25,17,10,13,7.0,64,1016
2022-09-26,15,10,12,10.0,68,1004
2022-09-27,12,9,11,4.0,68,1003
2022-09-28,15,7,11,11.0,61,1000
2022-09-29,17,8,12,9.0,66,1005
2022-09-30,17,7,12,8.0,73,1007
2022-10-01,17,11,14,11.0,74,1006
2022-10-02,16,11,14,1.0,90,1016
2022-10-03,19,12,15,2.0,81,1021
2022-10-04,19,13,16,11.0,81,1015
2022-10-05,18,12,16,3.0,71,1013
2022-10-06,18,9,14,11.0,61,1028
2022-10-07,20,12,15,8.0,73,1020
2022-10-08,17,8,12,11.0,63,1023
2022-10-09,17,8,12,6.0,64,1018
2022-10-10,17,9,13,10.0,53,1020
2022-10-11,16,7,11,11.0,52,1026
2022-10-12,17,8,12,8.0,65,1023
2022-10-13,15,11,13,1.0,86,1017
2022-10-14,16,11,13,5.0,72,1012
2022-10-15,17,11,14,11.0,73,1005
2022-10-16,17,10,14,6.0,75,1011
2022-10-17,16,11,15,1.0,88,1018
2022-10-18,18,10,13,11.0,66,1027
2022-10-19,17,13,14,5.0,71,1018
2022-10-20,18,13,15,5.0,84,1007
2022-10-21,17,12,15,4.0,83,1002
2022-10-22,18,12,15,10.0,78,1010
2022-10-23,19,14,16,3.0,83,1002
2022-10-24,16,13,15,2.0,78,1004
2022-10-25,17,12,15,10.0,78,1011
2022-10-26,19,15,17,2.0,78,1012
2022-10-27,20,14,16,6.0,81,1016
2022-10-28,19,13,16,10.0,75,1016
2022-10-29,19,13,16,8.0,78,1015
2022-10-30,16,13,15,2.0,82,1016
2022-10-31,17,13,15,1.0,79,1014
2022-11-01,15,11,13,5.0,80,1008
2022-11-02,16,10,12,9.0,71,1013
2022-11-03,12,7,10,1.0,80,1005
2022-11-04,13,7,10,10.0,75,1009
2022-11-05,13,6,10,3.0,85,1015
2022-11-06,14,10,13,3.0,86,1005
2022-11-07,15,10,13,3.0,79,1005
2022-11-08,14,12,13,1.0,74,1000
2022-11-09,13,11,12,4.0,79,1009
2022-11-10,15,11,13,7.0,83,1021
2022-11-11,16,11,13,4.0,84,1026
2022-11-12,17,10,13,9.0,80,1028
2022-11-13,16,10,12,7.0,73,1018
2022-11-14,13,10,11,1.0,81,1011
2022-11-15,13,10,11,1.0,80,999
2022-11-16,12,9,11,5.0,83,993
2022-11-17,12,8,10,1.0,79,989
2022-11-18,11,7,9,9.0,73,1007
2022-11-19,12,5,8,9.0,72,1014
2022-11-20,9,5,7,1.0,76,1006
2022-11-21,11,4,7,1.0,84,998
2022-11-22,8,6,7,2.0,84,996
2022-11-23,11,6,9,4.0,80,998
2022-11-24,12,7,10,6.0,76,1005
2022-11-25,11,7,9,7.0,85,1016
2022-11-26,12,7,10,2.0,86,1024
2022-11-27,12,9,11,1.0,93,1011
2022-11-28,10,6,8,4.0,83,1010
2022-11-29,10,5,7,8.0,86,1019
2022-11-30,9,6,7,8.0,85,1023
2022-12-01,9,5,6,8.0,88,1028
2022-12-02,8,4,6,6.0,76,1027
2022-12-03,6,4,5,1.0,76,1021
2022-12-04,6,4,5,1.0,73,1017
2022-12-05,7,6,6,1.0,80,1022
2022-12-06,7,4,5,7.0,74,1024
2022-12-07,4,-0,2,8.0,82,1022
2022-12-08,4,-2,0,4.0,79,1012
2022-12-09,4,-2,0,8.0,65,1010
2022-12-10,3,-2,-0,6.0,61,1010
2022-12-11,2,-2,0,5.0,78,1010
2022-12-12,3,-0,1,1.0,84,1011
2022-12-13,2,-2,-0,1.0,72,1009
2022-12-14,2,-1,1,1.0,73,1003
2022-12-15,2,-3,-1,7.0,79,1014
2022-12-16,2,-3,-1,6.0,66,1020
2022-12-17,4,-2,0,5.0,84,1023
2022-12-18,8,-1,2,1.0,80,1018
2022-12-19,13,9,11,1.0,90,1007
2022-12-20,12,7,10,1.0,87,1003
2022-12-21,9,6,7,3.0,74,1011
2022-12-22,12,6,9,1.0,87,1004
2022-12-23,13,9,11,5.0,84,1001
2022-12-24,10,7,9,7.0,86,1011
2022-12-25,11,8,10,1.0,81,1006
2022-12-26,10,4,6,7.0,70,1018
2022-12-27,10,4,7,2.0,79,1020
2022-12-28,12,9,10,1.0,85,1005
2022-12-29,10,7,8,7.0,69,1002
2022-12-30,14,7,10,1.0,81,997
2022-12-31,13,12,13,1.0,90,1002
2023-01-01,13,8,11,8.0,77,1011
2023-01-02,9,3,7,6.0,76,1019
2023-01-03,12,3,9,1.0,88,1020
2023-01-04,13,11,12,4.0,81,1015
2023-01-05,13,10,12,6.0,79,1017
2023-01-06,12,7,9,5.0,85,1017
2023-01-07,12,8,10,1.0,81,1002
2023-01-08,8,6,7,1.0,78,996
2023-01-09,8,6,7,6.0,69,1002
2023-01-10,12,4,8,1.0,86,1009
2023-01-11,11,7,9,6.0,77,1009
2023-01-12,12,8,10,1.0,85,1008
2023-01-13,10,7,8,5.0,69,1011
2023-01-14,12,6,9,1.0,82,1005
2023-01-15,7,4,5,8.0,68,1002
2023-01-16,5,-1,3,2.0,87,983
2023-01-17,3,-2,-0,8.0,71,989
2023-01-18,3,-2,1,1.0,82,993
2023-01-19,5,-2,1,9.0,71,1011
2023-01-20,5,0,2,3.0,72,1022
2023-01-21,7,0,2,9.0,80,1032
2023-01-22,3,-1,0,9.0,75,1035
2023-01-23,5,-2,1,9.0,80,1037
2023-01-24,6,1,3,9.0,86,1039
2023-01-25,6,-1,3,7.0,83,1032
2023-01-26,8,2,5,1.0,82,1028
2023-01-27,7,2,4,4.0,78,1031
2023-01-28,6,0,3,9.0,77,1031
2023-01-29,8,3,6,7.0,85,1026
2023-01-30,8,3,6,9.0,71,1026
2023-01-31,9,3,6,6.0,81,1026
2023-02-01,9,5,7,1.0,71,1022
2023-02-02,12,6,8,3.0,81,1026
2023-02-03,13,7,9,9.0,81,1032
2023-02-04,10,6,8,6.0,74,1037
2023-02-05,9,2,6,9.0,65,1044
2023-02-06,9,1,4,9.0,71,1040
2023-02-07,7,0,3,9.0,74,1038
2023-02-08,7,-1,2,10.0,65,1038
2023-02-09,9,0,4,8.0,66,1033
2023-02-10,8,0,4,10.0,69,1037
2023-02-11,11,5,8,10.0,84,1036
2023-02-12,11,5,7,10.0,82,1036
2023-02-13,13,3,7,10.0,80,1032
2023-02-14,14,3,7,10.0,69,1031
2023-02-15,13,3,8,10.0,72,1024
2023-02-16,12,7,9,1.0,87,1021
2023-02-17,14,9,12,1.0,84,1022
2023-02-18,12,10,11,3.0,82,1021
2023-02-19,13,8,10,10.0,68,1026
2023-02-20,13,8,10,10.0,81,1024
2023-02-21,12,7,9,4.0,83,1018
2023-02-22,10,5,8,1.0,78,1011
2023-02-23,8,3,6,5.0,74,1021
2023-02-24,9,2,5,1.0,75,1017
2023-02-25,7,2,4,7.0,68,1018
2023-02-26,8,2,4,9.0,60,1026
2023-02-27,8,2,5,1.0,71,1032
2023-02-28,9,3,5,8.0,72,1032
2023-03-01,8,4,6,1.0,75,1028
2023-03-02,11,2,6,11.0,75,1026
2023-03-03,10,2,6,11.0,71,1028
2023-03-04,9,2,5,11.0,72,1028
2023-03-05,6,4,5,2.0,63,1019
2023-03-06,8,1,5,1.0,83,1005
2023-03-07,6,2,4,1.0,77,1000
2023-03-08,3,1,2,1.0,94,992
2023-03-09,11,3,7,1.0,95,990
2023-03-10,9,1,5,3.0,82,994
2023-03-11,8,-0,3,10.0,63,1012
2023-03-12,14,5,10,6.0,84,1007
2023-03-13,13,9,11,1.0,83,989
2023-03-14,9,2,5,5.0,71,1001
2023-03-15,9,1,5,4.0,67,1015
2023-03-16,11,8,10,1.0,88,1005
2023-03-17,13,10,11,4.0,88,1004
2023-03-18,13,8,11,1.0,81,1010
2023-03-19,14,8,10,2.0,88,1016
2023-03-20,15,7,10,11.0,72,1018
2023-03-21,13,8,10,1.0,85,1008
2023-03-22,15,10,11,6.0,72,1001
2023-03-23,14,9,11,2.0,80,998
2023-03-24,13,8,10,5.0,72,998
2023-03-25,13,8,10,7.0,71,1004
2023-03-26,9,5,7,1.0,71,1009
2023-03-27,10,2,6,11.0,58,1026
2023-03-28,10,4,7,1.0,76,1020
2023-03-29,16,9,12,1.0,85,1008
2023-03-30,14,10,11,1.0,84,1005
2023-03-31,12,9,10,1.0,92,993
2023-04-01,9,7,8,1.0,92,1003
2023-04-02,11,6,8,9.0,69,1028
2023-04-03,12,3,7,13.0,65,1033
2023-04-04,12,1,7,13.0,61,1030
2023-04-05,13,2,8,10.0,62,1023
2023-04-06,12,7,9,2.0,83,1016
2023-04-07,14,5,9,12.0,64,1022
2023-04-08,14,5,9,8.0,60,1025
2023-04-09,15,6,10,8.0,67,1021
2023-04-10,15,8,11,4.0,76,1012
2023-04-11,13,6,9,4.0,78,1009
2023-04-12,11,5,8,5.0,76,996
2023-04-13,13,5,8,10.0,66,1005
2023-04-14,13,3,8,6.0,68,1010
2023-04-15,13,7,9,4.0,77,1017
2023-04-16,12,7,9,1.0,83,1025
2023-04-17,15,6,10,12.0,71,1029
2023-04-18,13,6,9,9.0,70,1028
2023-04-19,15,6,10,7.0,70,1025
2023-04-20,13,5,8,5.0,76,1021
2023-04-21,12,6,9,4.0,80,1012
2023-04-22,13,4,8,7.0,75,1006
2023-04-23,13,8,10,4.0,90,1003
2023-04-24,10,5,7,3.0,73,1013
2023-04-25,11,2,7,15.0,56,1017
2023-04-26,12,5,8,13.0,61,1018
2023-04-27,15,7,11,4.0,85,1014
2023-04-28,17,11,14,3.0,83,1013
2023-04-29,18,8,12,5.0,83,1017
2023-04-30,17,7,12,8.0,72,1021
2023-05-01,18,10,13,8.0,70,1020
2023-05-02,14,7,10,11.0,70,1027
2023-05-03,15,5,9,14.0,68,1027
2023-05-04,18,9,14,10.0,74,1016
2023-05-05,17,11,14,5.0,83,1014
2023-05-06,13,10,12,1.0,94,1014
2023-05-07,20,10,15,13.0,74,1018
2023-05-08,15,11,13,5.0,82,1019
2023-05-09,18,10,13,4.0,89,1011
2023-05-10,16,9,12,6.0,87,1012
2023-05-11,18,7,12,9.0,79,1015
2023-05-12,12,9,11,3.0,93,1021
2023-05-13,18,9,13,15.0,74,1024
2023-05-14,20,8,14,13.0,68,1020
2023-05-15,14,7,11,4.0,78,1019
2023-05-16,17,6,12,11.0,65,1025
2023-05-17,18,8,12,7.0,72,1028
2023-05-18,18,10,14,6.0,75,1027
2023-05-19,19,10,13,13.0,60,1028
2023-05-20,17,7,12,9.0,74,1024
2023-05-21,19,8,13,5.0,73,1022
2023-05-22,19,9,14,11.0,69,1021
2023-05-23,17,9,13,9.0,66,1026
2023-05-24,21,9,15,11.0,66,1026
2023-05-25,19,9,14,16.0,65,1030
2023-05-26,18,8,12,17.0,63,1032
2023-05-27,19,8,14,17.0,60,1028
2023-05-28,21,8,14,10.0,64,1025
2023-05-29,18,8,12,17.0,64,1028
2023-05-30,18,8,13,11.0,68,1029
2023-05-31,20,10,14,11.0,69,1027
2023-06-01,20,8,13,16.0,70,1026
2023-06-02,18,8,13,17.0,59,1025
2023-06-03,21,8,14,17.0,62,1024
2023-06-04,22,10,15,17.0,56,1025
2023-06-05,20,9,14,17.0,62,1025
2023-06-06,19,9,13,15.0,69,1024
2023-06-07,21,8,14,17.0,63,1023
2023-06-08,21,9,15,17.0,58,1019
2023-06-09,25,11,18,17.0,66,1014
2023-06-10,28,15,21,14.0,63,1014
2023-06-11,28,16,22,14.0,73,1014
2023-06-12,28,18,22,14.0,59,1015
2023-06-13,27,16,21,17.0,49,1015
2023-06-14,27,13,20,17.0,48,1018
2023-06-15,25,13,19,17.0,53,1021
2023-06-16,27,14,20,17.0,42,1020
2023-06-17,26,14,20,15.0,46,1016
2023-06-18,24,15,19,9.0,82,1010
2023-06-19,24,13,19,12.0,60,1011
2023-06-20,23,16,19,4.0,76,1010
2023-06-21,25,15,20,14.0,59,1016
2023-06-22,26,15,21,13.0,58,1019
2023-06-23,26,15,21,16.0,60,1023
2023-06-24,27,16,22,15.0,59,1023
2023-06-25,30,17,23,17.0,50,1014
2023-06-26,23,14,19,16.0,53,1020
2023-06-27,22,14,18,7.0,64,1021
2023-06-28,24,17,21,9.0,68,1017
2023-06-29,20,15,17,4.0,84,1015
2023-06-30,20,13,17,9.0,66,1013
2023-07-01,22,16,18,9.0,66,1006
2023-07-02,21,12,17,17.0,53,1012
2023-07-03,20,13,17,14.0,56,1012
2023-07-04,20,12,16,4.0,68,1011
2023-07-05,21,10,16,10.0,65,1013
2023-07-06,22,12,17,17.0,61,1016
2023-07-07,29,12,21,17.0,50,1016
2023-07-08,26,18,22,10.0,64,1015
2023-07-09,24,15,20,15.0,58,1019
2023-07-10,24,14,19,13.0,60,1019
2023-07-11,24,16,19,11.0,70,1009
2023-07-12,22,14,18,12.0,65,1011
2023-07-13,23,13,18,8.0,63,1016
2023-07-14,20,15,17,3.0,76,1009
2023-07-15,21,15,18,3.0,72,1001
2023-07-16,22,14,17,12.0,60,1010
2023-07-17,23,13,18,14.0,57,1017
2023-07-18,23,13,18,13.0,55,1018
2023-07-19,22,14,18,5.0,63,1016
2023-07-20,23,13,18,11.0,55,1015
2023-07-21,20,14,17,13.0,55,1013
2023-07-22,18,13,15,2.0,80,1010
2023-07-23,24,16,19,4.0,75,1004
2023-07-24,17,14,16,3.0,79,1005
2023-07-25,20,12,16,6.0,62,1011
2023-07-26,22,12,17,12.0,58,1013
2023-07-27,22,16,18,5.0,84,1005
2023-07-28,23,17,19,4.0,72,1006
2023-07-29,22,16,18,10.0,65,1007
2023-07-30,19,14,17,2.0,83,1010
2023-07-31,21,16,19,8.0,73,1006
2023-08-01,21,15,18,7.0,66,1002
2023-08-02,18,14,16,5.0,88,990
2023-08-03,22,14,18,10.0,68,1005
2023-08-04,19,14,17,1.0,71,1017
2023-08-05,18,12,14,1.0,86,1008
2023-08-06,19,11,15,6.0,70,1017
2023-08-07,21,11,16,15.0,66,1019
2023-08-08,17,13,15,6.0,78,1016
2023-08-09,24,12,18,15.0,66,1019
2023-08-10,26,15,21,15.0,67,1019
2023-08-11,24,18,20,5.0,71,1018
2023-08-12,22,15,19,9.0,68,1015
2023-08-13,23,16,19,7.0,62,1014
2023-08-14,22,15,18,5.0,75,1011
2023-08-15,23,13,18,13.0,65,1016
2023-08-16,24,15,19,13.0,59,1020
2023-08-17,24,16,19,14.0,65,1019
2023-08-18,21,17,19,4.0,91,1013
2023-08-19,24,17,20,10.0,70,1014
2023-08-20,24,15,20,14.0,60,1021
2023-08-21,25,14,20,15.0,61,1022
2023-08-22,25,15,20,14.0,59,1020
2023-08-23,26,14,20,14.0,63,1020
2023-08-24,23,17,19,4.0,69,1012
2023-08-25,22,15,18,12.0,59,1010
2023-08-26,20,13,16,6.0,71,1009
2023-08-27,20,12,16,10.0,69,1010
2023-08-28,21,13,16,9.0,64,1014
2023-08-29,22,12,17,10.0,60,1012
2023-08-30,19,11,15,8.0,64,1009
2023-08-31,17,13,15,3.0,77,1009
2023-09-01,23,14,18,6.0,71,1011
2023-09-02,24,16,19,8.0,72,1020
2023-09-03,25,15,19,11.0,68,1026
2023-09-04,26,17,21,13.0,61,1023
2023-09-05,27,18,22,13.0,58,1018
2023-09-06,31,19,25,13.0,53,1018
2023-09-07,30,20,25,13.0,50,1017
2023-09-08,29,20,25,13.0,51,1016
2023-09-09,31,22,26,13.0,53,1016
2023-09-10,31,21,26,13.0,48,1015
2023-09-11,26,18,22,12.0,65,1013
2023-09-12,21,16,19,1.0,71,1015
2023-09-13,19,15,16,3.0,74,1021
2023-09-14,23,15,19,13.0,61,1020
2023-09-15,25,15,20,13.0,57,1014
2023-09-16,26,17,21,13.0,59,1015
2023-09-17,23,17,19,2.0,78,1011
2023-09-18,21,14,18,8.0,75,1004
2023-09-19,18,14,16,1.0,80,1006
2023-09-20,19,15,17,1.0,85,999
2023-09-21,18,13,15,7.0,76,996
2023-09-22,17,12,14,5.0,70,1001
2023-09-23,16,10,13,12.0,63,1015
2023-09-24,20,13,17,10.0,65,1018
2023-09-25,22,15,18,10.0,65,1018
2023-09-26,22,14,18,9.0,73,1017
2023-09-27,21,15,18,9.0,76,1014
2023-09-28,19,13,16,11.0,68,1014
2023-09-29,20,14,18,11.0,67,1018
2023-09-30,19,12,15,12.0,68,1024
2023-10-01,22,16,19,4.0,81,1020
2023-10-02,23,16,19,6.0,81,1016
2023-10-03,18,13,15,9.0,72,1018
2023-10-04,18,12,14,9.0,71,1026
2023-10-05,18,12,15,9.0,71,1024
2023-10-06,21,14,17,11.0,71,1023
2023-10-07,23,14,18,11.0,65,1023
2023-10-08,19,15,17,10.0,73,1027
2023-10-09,23,14,18,11.0,66,1023
2023-10-10,24,15,19,11.0,56,1017
2023-10-11,19,12,17,3.0,76,1013
2023-10-12,17,13,15,1.0,85,1014
2023-10-13,18,11,17,2.0,88,1004
2023-10-14,13,9,11,10.0,61,1019
2023-10-15,10,7,8,11.0,51,1026
2023-10-16,12,7,9,3.0,61,1022
2023-10-17,15,10,13,11.0,57,1014
2023-10-18,17,12,14,3.0,75,996
2023-10-19,17,14,15,2.0,87,987
2023-10-20,15,12,14,1.0,91,974
2023-10-21,14,10,12,1.0,84,985
2023-10-22,16,8,12,10.0,72,1005
2023-10-23,14,10,12,2.0,81,1003
2023-10-24,15,10,12,6.0,80,1003
2023-10-25,14,11,12,2.0,87,997
2023-10-26,12,9,11,1.0,91,992
2023-10-27,14,10,12,2.0,85,991
2023-10-28,14,10,12,4.0,82,989
2023-10-29,13,11,12,1.0,77,990
2023-10-30,15,11,12,9.0,76,995
2023-10-31,14,9,12,6.0,83,1001
2023-11-01,13,10,12,3.0,80,993
2023-11-02,12,7,10,1.0,83,967
2023-11-03,13,9,10,5.0,70,980
2023-11-04,12,8,10,4.0,83,971
2023-11-05,12,7,10,8.0,81,979
2023-11-06,12,8,10,6.0,76,998
2023-11-07,12,7,9,7.0,78,1008
2023-11-08,12,8,9,2.0,80,1006
2023-11-09,10,7,8,6.0,74,997
2023-11-10,9,6,8,5.0,82,997
2023-11-11,10,5,7,9.0,76,1007
2023-11-12,9,6,8,1.0,86,1002
2023-11-13,15,9,12,5.0,81,1000
2023-11-14,13,11,11,3.0,77,1004
2023-11-15,11,7,10,7.0,70,1018
2023-11-16,8,7,7,1.0,84,1011
2023-11-17,10,6,7,9.0,79,1020
2023-11-18,14,8,11,1.0,91,1013
2023-11-19,13,11,12,1.0,77,1009
2023-11-20,11,9,9,5.0,84,1009
2023-11-21,10,7,9,1.0,84,1023
2023-11-22,10,7,8,9.0,82,1030
2023-11-23,13,8,11,5.0,83,1026
2023-11-24,11,4,8,8.0,60,1022
2023-11-25,7,2,4,7.0,64,1021
2023-11-26,9,4,6,1.0,70,1015
2023-11-27,10,6,8,1.0,89,1001
2023-11-28,7,3,5,6.0,72,1011
2023-11-29,6,3,4,1.0,80,1005
2023-11-30,5,2,3,2.0,69,1005
2023-12-01,4,1,2,5.0,78,1008
2023-12-02,4,0,1,8.0,77,1016
2023-12-03,8,1,6,1.0,85,1010
2023-12-04,7,6,7,1.0,92,996
2023-12-05,6,5,5,1.0,89,1006
2023-12-06,6,2,4,8.0,83,1018
2023-12-07,9,5,7,1.0,83,1007
2023-12-08,10,7,8,3.0,86,1005
2023-12-09,13,8,9,1.0,82,999
2023-12-10,11,7,9,1.0,85,1005
2023-12-11,10,7,9,5.0,80,1004
2023-12-12,11,7,9,2.0,92,1001
2023-12-13,8,4,7,1.0,85,1004
2023-12-14,7,4,6,1.0,83,1022
2023-12-15,8,4,6,8.0,80,1036
2023-12-16,10,5,8,3.0,92,1039
2023-12-17,11,8,9,7.0,83,1033
2023-12-18,12,9,11,1.0,91,1028
2023-12-19,12,7,10,1.0,88,1020
2023-12-20,10,6,8,1.0,79,1019
2023-12-21,12,11,12,1.0,76,1008
2023-12-22,11,8,10,1.0,73,1014
2023-12-23,11,8,10,5.0,74,1015
2023-12-24,13,10,12,1.0,86,1007
2023-12-25,13,9,12,1.0,84,1007
2023-12-26,11,7,8,7.0,77,1015
2023-12-27,12,7,10,1.0,83,1008
2023-12-28,11,9,11,1.0,72,1006
2023-12-29,10,6,9,7.0,73,1007
2023-12-30,11,6,9,1.0,80,1005
2023-12-31,11,7,8,2.0,77,991
